"iso","rcp","ssp","model","period","year_center","TT","flextotal","rawtotal","f2mort","f2total"
"COM","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-9.21489002317087,-1.36644147487489,NA,NA
"COM","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-7.2163654884157,-5.07726927277797,NA,NA
"COM","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-5.81150458490655,-8.00101985212273,NA,NA
"COM","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-5.07114421892434,-9.1971738013262,NA,NA
"CPV","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-25.6974004878678,-3.55588398993246,NA,NA
"CPV","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-27.5924594457169,-10.5790081482066,NA,NA
"CPV","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-25.3616488171519,-16.2825153978583,NA,NA
"CPV","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-22.5958221422871,-17.8453113872894,NA,NA
"CPV","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-20.8131374913656,-18.5264868411306,NA,NA
"CRI","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-37.6092161266501,-4.95452078173564,NA,NA
"CRI","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-40.895090131332,-11.3732515617179,NA,NA
"CRI","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-39.1944707506508,-18.4483328598346,NA,NA
"CRI","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-35.7448029346222,-18.8359544126817,NA,NA
"CRI","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-33.7046657693052,-20.7705899347765,NA,NA
"CUB","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-28.1914830239751,-5.99528534716929,NA,NA
"CUB","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-29.5296699998549,-15.1041110423841,NA,NA
"CUB","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-28.8486178681764,-25.519695544891,NA,NA
"CUB","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-27.3182018098542,-28.7722134289302,NA,NA
"CUB","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-26.0323792848551,-31.4086186716765,NA,NA
"CUW","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,1.35440291247717,2.7321817485396,NA,NA
"CUW","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,3.52290103010433,3.35006501334241,NA,NA
"CUW","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,4.53066168035344,3.57696146982209,NA,NA
"CUW","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,4.81980303810485,3.22220102844835,NA,NA
"CUW","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,4.70334871850831,2.27731937819212,NA,NA
"CXR","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-14.5486789798618,-4.40333512793994,NA,NA
"CXR","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-14.973124946862,-7.74240470947155,NA,NA
"CXR","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-14.276673036338,-7.56293629480728,NA,NA
"CXR","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-13.3675340299342,-4.20175491326421,NA,NA
"CXR","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-12.7093356985606,-2.74656688462032,NA,NA
"CYM","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-8.4227828176483,-0.277176079864262,NA,NA
"CYM","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-7.55130309266331,-1.60735439571391,NA,NA
"CYM","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-6.58524402646016,-4.71329598363337,NA,NA
"CYM","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-5.86276533264364,-6.22105571638143,NA,NA
"CYM","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-5.51066546660182,-7.59411490286065,NA,NA
"CYP","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,8.33194004351353,1.85336448046183,NA,NA
"CYP","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,9.18276136703331,4.77906483916041,NA,NA
"CYP","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,9.40199933400285,6.94534042393536,NA,NA
"CYP","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,9.22480613574504,7.83381297028242,NA,NA
"CYP","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,8.94926644680648,8.0521259887392,NA,NA
"CZE","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-29.1394802222982,-9.37649732195865,NA,NA
"CZE","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-27.4409564141065,-18.7663412737014,NA,NA
"CZE","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-24.146369602515,-21.5878702014995,NA,NA
"CZE","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-21.4854310921265,-19.3441929935407,NA,NA
"CZE","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-20.2549031335344,-16.1417109074441,NA,NA
"DEU","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-27.6581685587062,-10.1549992962261,NA,NA
"DEU","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-25.0706620894599,-17.5602783630458,NA,NA
"DEU","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-21.4968946167509,-15.6671990585129,NA,NA
"DEU","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-18.8968280907356,-8.88652949692456,NA,NA
"DEU","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-17.7897969193208,-2.67722853976438,-64.3,-12.8
"DJI","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,69.2062545318809,20.1966695559218,NA,NA
"DJI","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,75.2707952971156,47.4996398238233,NA,NA
"DJI","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,67.7755096882295,66.8283995184937,NA,NA
"DJI","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,58.2225523868094,60.3949380486555,NA,NA
"DJI","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,52.4606468178402,52.4160128776545,NA,NA
"DMA","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-30.4889675454629,-3.69186380877157,NA,NA
"DMA","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-31.378458412097,-10.0834391748317,NA,NA
"DMA","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-29.9189379519158,-16.3153123947592,NA,NA
"DMA","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-28.0136990103793,-20.9678949573174,NA,NA
"DMA","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-26.6343442401234,-20.8869484020933,NA,NA
"DNK","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-38.7930647233762,-11.2470533511609,NA,NA
"DNK","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-39.3653153387726,-19.621231536292,NA,NA
"DNK","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-37.2071158067158,-22.4940880548012,NA,NA
"DNK","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-34.7830297273099,-22.0526240264192,NA,NA
"DNK","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-33.3099247423907,-19.4357406437471,NA,NA
"DOM","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-25.8411027069584,-2.41619755542625,NA,NA
"DOM","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-26.9832710987237,-7.52630356259991,NA,NA
"DOM","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-26.1251620896687,-14.6380089241987,NA,NA
"DOM","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-25.1110303214933,-20.105780168024,NA,NA
"DOM","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-24.0130324147311,-21.4416389356705,NA,NA
"DZA","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,18.0922470401975,0.897960830851588,NA,NA
"DZA","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,19.7445936592261,5.74092727676092,NA,NA
"DZA","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,19.4810740273939,14.1809292034432,NA,NA
"DZA","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,19.0916341406859,21.1000580307999,NA,NA
"DZA","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,18.5295407212143,25.1025501171968,NA,NA
"ECU","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-11.8228453441946,-3.51475838564137,NA,NA
"ECU","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-10.9920156920131,-6.07557157401389,NA,NA
"ECU","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-9.78090076356408,-6.75757549035752,NA,NA
"ECU","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-9.06634851278208,-5.1532087816349,NA,NA
"ECU","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-8.6658773441537,-4.06374627258656,NA,NA
"EGY","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,9.81414598626212,3.54830295085413,NA,NA
"EGY","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,11.1571372634134,5.51518221632309,NA,NA
"EGY","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,11.1910148214975,7.5787449522144,NA,NA
"EGY","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,11.0312334990678,9.76850599150164,NA,NA
"EGY","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,10.7527537974134,11.0553139851049,NA,NA
"ERI","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-3.5164363321388,-0.404656203586787,NA,NA
"ERI","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-0.71609719279085,-0.777737997458913,NA,NA
"ERI","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,0.559918350017099,-1.90857291715402,NA,NA
"ERI","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,1.00774614437549,-3.75364383989283,NA,NA
"ERI","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,1.00934067440408,-3.77608323438075,NA,NA
"ESH","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-13.051348918384,-3.34204145591033,NA,NA
"ESH","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-13.4321114148196,-6.22391621598908,NA,NA
"ESH","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-12.8073373528861,-8.25082725449698,NA,NA
"ESH","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-11.9917659789102,-9.12746248012071,NA,NA
"ESH","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-11.4013084048874,-9.78989096564087,NA,NA
"ESP","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,16.8647073487125,3.63486930532317,NA,NA
"ESP","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,18.5234673204354,11.7983600331872,NA,NA
"ESP","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,18.951135774755,16.826632860422,NA,NA
"ESP","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,18.8257963615626,19.9758009397384,NA,NA
"ESP","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,18.3429509100782,21.1536089853085,NA,NA
"EST","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-65.3786768908225,-15.8519265912674,NA,NA
"EST","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-68.9390979401928,-30.0228273271384,NA,NA
"EST","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-67.0465862804768,-41.3176469507535,NA,NA
"EST","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-62.6066501114156,-47.954487903912,NA,NA
"EST","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-59.4374501261657,-50.3584786951481,NA,NA
"ETH","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-26.1741021696865,-8.35098900600829,NA,NA
"ETH","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-25.9009029271356,-16.487096693101,NA,NA
"ETH","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-21.8841850080712,-25.5067437391374,NA,NA
"ETH","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-17.9144572905467,-27.9242627690766,NA,NA
"ETH","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-15.8631461495716,-27.5501591993713,NA,NA
"FIN","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-112.740547417633,-33.048946912512,NA,NA
"FIN","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-117.969597710393,-56.2293024439159,NA,NA
"FIN","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-116.126189639247,-75.1961734957235,NA,NA
"FIN","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-111.418223908108,-86.0343078365514,NA,NA
"FIN","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-107.540805049023,-87.315616157076,NA,NA
"FJI","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-21.3034389760648,-4.05009428443583,NA,NA
"FJI","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-20.7006628785239,-8.39100300923349,NA,NA
"FJI","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-19.5190124439655,-12.8167794841314,NA,NA
"FJI","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-17.7653274161914,-16.7276794446968,NA,NA
"FJI","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-16.1852687620643,-17.2754915017141,NA,NA
"FLK","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-49.2969281274617,-4.32003046993143,NA,NA
"FLK","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-50.7351263324017,-12.2077462800984,NA,NA
"FLK","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-48.3752599729194,-23.289314555794,NA,NA
"FLK","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-45.2947218980525,-35.1927542322437,NA,NA
"FLK","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-43.0644747307049,-40.4905475121502,NA,NA
"FRA","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,9.81589982303777,0.0472551639239224,NA,NA
"FRA","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,12.4397987565722,8.23456297732032,NA,NA
"FRA","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,13.7122121412446,15.9069748954458,NA,NA
"FRA","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,13.9977727534726,22.0521590283672,NA,NA
"FRA","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,13.6813288468283,25.6848232101315,NA,NA
"FRO","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-45.245459865198,-6.88695248858572,NA,NA
"FRO","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-46.56545978721,-15.6347556493825,NA,NA
"FRO","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-44.3995385338807,-26.0265133364495,NA,NA
"FRO","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-41.5721751041209,-36.5104549644299,NA,NA
"FRO","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-39.5252202962226,-35.8624138869869,NA,NA
"FSM","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-14.1451054553129,-0.618078302305526,NA,NA
"FSM","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-13.8593617235638,-2.63652784279261,NA,NA
"FSM","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-12.8303623557411,-7.54431464740758,NA,NA
"FSM","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-11.8238244859135,-10.7069005608723,NA,NA
"FSM","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-11.2019862043364,-12.8017118834079,NA,NA
"GAB","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-26.6098545460894,-3.14125324662309,NA,NA
"GAB","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-27.9213031544396,-7.42742223764058,NA,NA
"GAB","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-25.9451524819223,-14.1686996788156,NA,NA
"GAB","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-23.0788430293892,-18.988850474123,NA,NA
"GAB","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-21.3627712677974,-22.0092163946709,NA,NA
"GBR","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-8.35730200912673,-5.11362048880851,NA,NA
"GBR","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-6.06963905785774,-1.3521333001274,NA,NA
"GBR","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-4.5693429953956,4.87181664381548,NA,NA
"GBR","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-3.67732824206217,10.1365357524711,NA,NA
"GBR","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-3.39407557936699,14.2982508150806,NA,NA
"GEO","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,3.19808418000359,-0.268654749543919,NA,NA
"GEO","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,6.37765059143354,1.16693176592426,NA,NA
"GEO","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,8.02979904705543,4.63027685468658,NA,NA
"GEO","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,8.39221453265491,13.3784916502333,NA,NA
"GEO","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,8.15699478654102,17.1223568484676,NA,NA
"GGY","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-19.7199811310524,-6.02297695309001,NA,NA
"GGY","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-18.3168588215918,-10.2986927408713,NA,NA
"GGY","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-16.3761047266401,-12.0408293101255,NA,NA
"GGY","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-14.7964677696975,-10.9221634047536,NA,NA
"GGY","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-13.9555919723275,-8.7937134654329,NA,NA
"GHA","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,12.7265780805174,7.60849432288425,NA,NA
"GHA","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,15.0602519742406,12.3747990815362,NA,NA
"GHA","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,13.9710891715675,12.9322944497053,NA,NA
"GHA","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,12.409264460621,10.1802910679991,NA,NA
"GHA","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,11.3772663324091,6.17141641801499,NA,NA
"GIB","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,1.68845283826367,-3.57226856381374,NA,NA
"GIB","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,2.20081525096955,-3.44693954927806,NA,NA
"GIB","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,2.35330271705495,0.950421664123903,NA,NA
"GIB","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,2.32909739386603,7.6010424273094,NA,NA
"GIB","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,2.24070706601104,11.2809253419915,NA,NA
"GIN","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-5.95697650448221,2.02316425219813,NA,NA
"GIN","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-3.41820458587984,2.07607531206238,NA,NA
"GIN","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-1.93141007395052,0.412330418830018,NA,NA
"GIN","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-1.21095200581599,-2.667938332988,NA,NA
"GIN","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-0.99379657155869,-5.35257122667763,NA,NA
"GLP","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-27.9365920853138,-3.14308376639779,NA,NA
"GLP","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-28.1150287928048,-9.69760850075656,NA,NA
"GLP","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-26.4569727427759,-15.158161652764,NA,NA
"GLP","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-24.5994667209597,-19.8937010677844,NA,NA
"GLP","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-23.3520841799889,-19.9984553572291,NA,NA
"GMB","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,7.41190885449434,4.57311096879098,NA,NA
"GMB","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,9.38233386769818,6.9372226308364,NA,NA
"GMB","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,9.51305520028286,7.71388066892961,NA,NA
"GMB","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,8.9349418611373,6.54051484791313,NA,NA
"GMB","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,8.36154001836528,4.65846494519576,NA,NA
"GNB","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,15.4819776950501,8.0630153548541,NA,NA
"GNB","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,17.3848777074406,12.9220152118945,NA,NA
"GNB","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,15.7118292758493,14.361238549848,NA,NA
"GNB","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,13.3577934999681,11.6339857815062,NA,NA
"GNB","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,11.8558925741596,8.69524949537843,NA,NA
"GNQ","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-27.7935570988133,-3.76669437984413,NA,NA
"GNQ","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-30.3736887059762,-7.36607131703014,NA,NA
"GNQ","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-29.3489252912778,-12.6458063571655,NA,NA
"GNQ","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-27.4498743717809,-17.6652770048666,NA,NA
"GNQ","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-26.0765514160696,-20.8698546620744,NA,NA
"GRC","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,18.5705514083068,4.47171169994118,NA,NA
"GRC","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,19.6004974997531,10.7620908175892,NA,NA
"GRC","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,19.7361820072388,14.6081114695692,NA,NA
"GRC","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,19.4316697285526,17.3134872295599,NA,NA
"GRC","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,18.8807671504523,18.4144452985961,NA,NA
